ticker,date,open,high,low,close
BTC,2021-02-19,51870.6,56247.1,50782.9,55466.8
BTC,2021-02-20,55459.5,57522.1,54196.1,55509.9
BTC,2021-02-21,55491.9,58346.6,55425.3,57354.9
BTC,2021-02-22,57365.3,57587.6,48390.0,54157.9
BTC,2021-02-23,54119.3,54328.9,45016.9,48697.1
BTC,2021-02-24,48651.9,51359.8,47041.8,48885.2
BTC,2021-02-25,48871.2,52084.1,47450.0,48125.8
BTC,2021-02-26,48206.3,48435.1,44200.7,45526.6
BTC,2021-02-27,45514.2,48313.9,45439.9,45874.2
BTC,2021-02-28,45850.6,46640.9,43143.8,45272.1
BTC,2021-03-01,45273.2,49495.3,44976.3,49169.2
BTC,2021-03-02,49173.2,50221.0,47097.8,47845.2
BTC,2021-03-03,47849.3,52601.5,47790.6,50601.8
BTC,2021-03-04,50607.7,51782.5,47516.9,48251.0
BTC,2021-03-05,48246.4,49463.4,46351.5,49094.8
BTC,2021-03-06,49087.8,49179.8,47113.2,48959.9
BTC,2021-03-07,48964.9,51339.6,48854.3,50515.6
BTC,2021-03-08,50515.4,51978.4,49343.7,51602.5
BTC,2021-03-09,51618.4,54882.9,51618.4,54807.5
BTC,2021-03-10,54842.4,57378.1,53077.9,56941.3
BTC,2021-03-11,56932.7,58024.2,54338.5,57954.9
BTC,2021-03-12,57955.3,58141.4,55097.9,57253.4
BTC,2021-03-13,57241.8,61747.6,56129.5,61086.2
BTC,2021-03-14,61071.1,61658.0,59335.7,60209.0
BTC,2021-03-15,60215.8,60727.9,54944.6,56148.7
BTC,2021-03-16,56161.0,56818.6,53302.9,56308.1
BTC,2021-03-17,56285.4,58956.3,54185.9,58356.6
BTC,2021-03-18,58387.3,60070.3,57035.5,57695.6
BTC,2021-03-19,57656.9,59441.4,56302.8,58531.8
BTC,2021-03-20,58511.1,59887.1,57843.0,58538.4
BTC,2021-03-21,58514.8,58589.7,55652.8,57637.4
BTC,2021-03-22,57611.5,58422.3,53813.1,54574.9
BTC,2021-03-23,54616.1,55836.3,52990.7,54395.1
BTC,2021-03-24,54391.5,57192.1,51704.9,52596.7
BTC,2021-03-25,52536.9,53186.7,50444.4,51757.9
BTC,2021-03-26,51763.1,54800.2,51269.2,54431.6
BTC,2021-03-27,54427.9,56551.4,54005.2,56412.0
BTC,2021-03-28,56409.0,56516.5,54723.6,55143.2
BTC,2021-03-29,55141.2,58382.2,54922.5,57555.4
BTC,2021-03-30,57560.1,59398.0,57055.9,58761.8
BTC,2021-03-31,58758.3,59813.4,56969.3,58949.4
BTC,2021-04-01,58946.8,59469.4,57959.4,58755.9
BTC,2021-04-02,58753.2,60057.4,58471.9,58774.3
BTC,2021-04-03,58766.7,59759.1,57553.9,57679.0
BTC,2021-04-04,57656.0,58488.9,56501.1,58115.0
BTC,2021-04-05,58126.0,59215.5,56838.2,58673.4
BTC,2021-04-06,58680.7,59459.5,57386.0,57927.2
BTC,2021-04-07,57878.7,58624.3,55471.6,56185.7
BTC,2021-04-08,56168.5,58145.6,55725.8,57675.7
BTC,2021-04-09,57673.6,58881.6,57571.1,58340.5
BTC,2021-04-10,58340.4,61182.5,57869.4,59107.9
BTC,2021-04-11,59119.8,60659.3,59040.2,59546.6
BTC,2021-04-12,59571.9,61232.7,59420.7,60002.2
BTC,2021-04-13,59989.6,63680.5,59820.4,63137.9
BTC,2021-04-14,63128.3,64830.5,61366.5,62810.2
BTC,2021-04-15,62778.2,63813.9,62042.2,63460.9
BTC,2021-04-16,63458.7,63582.9,60061.4,61840.1
BTC,2021-04-17,61826.4,62539.4,59725.6,60773.6
BTC,2021-04-18,60773.1,60857.5,52864.1,56352.3
BTC,2021-04-19,56362.1,57573.6,54297.1,56337.9
BTC,2021-04-20,56332.6,57085.7,53434.8,57014.4
BTC,2021-04-21,57049.2,57094.4,54358.4,54816.2
BTC,2021-04-22,54780.9,55454.8,50552.9,51699.5
BTC,2021-04-23,51655.7,52217.4,47534.6,50440.0
BTC,2021-04-24,50359.3,51216.6,48774.9,50876.9
BTC,2021-04-25,50909.4,50996.9,47090.1,47694.4
BTC,2021-04-26,47674.9,54388.1,47600.7,53384.3
BTC,2021-04-27,53403.5,55488.0,52960.2,55323.9
BTC,2021-04-28,55322.1,56442.7,53907.6,54857.8
BTC,2021-04-29,54853.5,55208.4,52399.6,53340.2
BTC,2021-04-30,53350.0,57372.8,53096.6,57046.5
BTC,2021-05-01,57045.9,58497.5,56967.4,57468.4
BTC,2021-05-02,57480.9,57961.6,56137.4,56701.6
BTC,2021-05-03,56701.6,58963.1,56303.0,57130.7
BTC,2021-05-04,57139.1,57489.4,53334.1,54386.6
BTC,2021-05-05,54388.6,57939.5,52993.3,56844.8
BTC,2021-05-06,56855.3,58380.9,55340.9,56386.4
BTC,2021-05-07,56354.7,58685.1,55344.4,57426.6
BTC,2021-05-08,57425.4,59521.1,56832.6,58863.0
BTC,2021-05-09,58869.5,59276.6,56397.6,58101.4
BTC,2021-05-10,58078.2,59587.0,54292.5,55755.6
BTC,2021-05-11,55728.0,56927.8,54526.6,56571.9
BTC,2021-05-12,56580.1,57993.1,53597.3,54579.3
BTC,2021-05-13,54578.9,54784.3,47054.4,49594.2
BTC,2021-05-14,49594.1,51550.0,48475.2,49864.9
BTC,2021-05-15,49861.8,50702.1,46999.0,48449.4
BTC,2021-05-16,48451.2,49795.7,43942.3,45245.6
BTC,2021-05-17,45210.9,46637.1,42166.7,43547.6
BTC,2021-05-18,43520.4,45813.2,42451.1,43010.1
BTC,2021-05-19,43006.7,43550.5,30108.1,38872.5
BTC,2021-05-20,38840.7,42505.6,35021.7,40704.4
BTC,2021-05-21,40763.6,42209.3,33582.7,36663.7
BTC,2021-05-22,36669.6,38825.3,35294.2,38188.4
BTC,2021-05-23,38215.3,38360.6,31190.2,34057.9
BTC,2021-05-24,34070.2,39896.0,33690.3,38641.8
BTC,2021-05-25,38531.5,39834.4,36537.2,37983.3
BTC,2021-05-26,37983.4,40845.0,37867.1,39102.3
BTC,2021-05-27,39094.4,40353.8,37225.3,39048.2
BTC,2021-05-28,38995.3,39168.3,34758.4,35041.2
BTC,2021-05-29,35046.5,37292.5,33676.0,34679.9
BTC,2021-05-30,34686.0,36449.9,33459.3,35961.7
BTC,2021-05-31,35956.9,37470.8,34216.4,36966.6
BTC,2021-06-01,36943.6,37905.3,35734.9,36389.3
BTC,2021-06-02,36405.2,38224.0,35941.2,37809.7
BTC,2021-06-03,37810.8,39481.1,37202.8,38779.5
BTC,2021-06-04,38766.2,39271.4,35648.2,37220.1
BTC,2021-06-05,37225.2,37907.8,34852.5,35000.1
BTC,2021-06-06,35009.0,36446.7,34919.4,35940.3
BTC,2021-06-07,35944.4,36776.7,33702.7,34136.8
BTC,2021-06-08,34137.8,34295.8,31062.7,33526.2
BTC,2021-06-09,33510.5,36851.0,32440.2,36648.4
BTC,2021-06-10,36655.9,38356.0,35830.0,36658.7
BTC,2021-06-11,36710.3,37659.4,35995.0,36924.2
BTC,2021-06-12,36933.5,37486.5,34691.1,35853.8
BTC,2021-06-13,35831.7,39371.1,34822.1,38899.8
BTC,2021-06-14,38897.0,40999.1,38713.8,40284.1
BTC,2021-06-15,40289.3,41306.7,39586.8,39968.8
BTC,2021-06-16,39969.7,40486.6,38359.0,38756.1
BTC,2021-06-17,38767.1,39526.7,37398.0,37743.3
BTC,2021-06-18,37751.0,38202.4,35168.0,35681.2
BTC,2021-06-19,35680.1,36376.3,34887.3,35896.9
BTC,2021-06-20,35887.7,36113.3,33377.9,35568.1
BTC,2021-06-21,35563.8,35776.3,31420.6,31499.8
BTC,2021-06-22,31512.9,33296.2,28935.5,32496.3
BTC,2021-06-23,32485.8,34796.1,31807.2,33381.2
BTC,2021-06-24,33365.8,35231.9,32344.9,34797.5
BTC,2021-06-25,34780.0,35492.8,31500.2,31770.6
BTC,2021-06-26,31780.9,32661.4,30195.1,31445.1
BTC,2021-06-27,31466.3,33587.6,31425.2,32845.0
BTC,2021-06-28,32871.2,35290.7,32843.9,34690.4
BTC,2021-06-29,34658.7,36566.1,34151.0,36249.4
BTC,2021-06-30,36238.7,36254.9,34072.8,34809.4
BTC,2021-07-01,34822.2,35206.4,32799.1,33505.1
BTC,2021-07-02,33501.1,33950.7,32733.8,33465.9
BTC,2021-07-03,33464.6,34929.1,33355.4,34595.3
BTC,2021-07-04,34580.0,35944.4,34295.9,35866.5
BTC,2021-07-05,35889.4,35889.4,33180.9,34169.8
BTC,2021-07-06,34164.5,35088.7,33581.4,33766.7
BTC,2021-07-07,33765.9,35044.8,33739.4,34250.1
BTC,2021-07-08,34250.5,34290.5,32118.7,32686.9
BTC,2021-07-09,32686.8,34002.3,32289.9,33871.3
BTC,2021-07-10,33861.1,34230.2,33062.4,33431.6
BTC,2021-07-11,33429.0,34578.6,33335.4,34473.5
BTC,2021-07-12,34491.4,34635.9,32663.2,32868.7
BTC,2021-07-13,32866.9,33324.9,32215.2,32583.9
BTC,2021-07-14,32587.6,33064.6,31627.8,32861.3
BTC,2021-07-15,32859.6,33184.1,31155.2,31730.8
BTC,2021-07-16,31675.7,32254.9,31072.9,31745.5
BTC,2021-07-17,31742.7,31950.8,31201.9,31728.6
BTC,2021-07-18,31728.9,32438.9,31158.8,31847.7
BTC,2021-07-19,31848.2,31942.8,30493.7,30783.4
BTC,2021-07-20,30768.3,31061.8,29324.3,29702.2
BTC,2021-07-21,29702.4,32811.3,29511.5,31841.7
BTC,2021-07-22,31845.0,32596.5,31740.3,32163.4
BTC,2021-07-23,32145.2,32885.9,32039.8,32647.7
BTC,2021-07-24,32628.6,34516.8,32605.8,34124.6
BTC,2021-07-25,34125.4,34818.6,33889.3,34587.3
BTC,2021-07-26,34588.5,40533.9,34491.2,37115.7
BTC,2021-07-27,37129.9,38771.1,36422.4,38284.4
BTC,2021-07-28,38357.2,40883.8,38146.4,40102.8
BTC,2021-07-29,40102.4,40627.7,39324.9,39560.9
BTC,2021-07-30,39564.4,41497.5,38371.4,41175.5
BTC,2021-07-31,41202.8,42312.5,41029.4,41980.2
BTC,2021-08-01,41980.9,42577.9,40668.4,41092.3
BTC,2021-08-02,41086.4,41201.4,38699.6,39210.5
BTC,2021-08-03,39213.1,39774.4,37715.5,38322.7
BTC,2021-08-04,38332.6,39953.3,37528.7,39833.8
BTC,2021-08-05,39835.5,41402.7,37349.2,40926.5
BTC,2021-08-06,40930.8,43274.9,39925.2,42482.8
BTC,2021-08-07,42478.6,44553.1,42478.6,43644.2
BTC,2021-08-08,43599.7,45299.5,43322.1,44260.3
BTC,2021-08-09,44256.1,46464.2,42818.1,45719.2
BTC,2021-08-10,45732.6,46653.9,44680.4,45726.5
BTC,2021-08-11,45711.7,46760.8,45255.6,46371.3
BTC,2021-08-12,46353.1,46353.1,43837.0,44249.3
BTC,2021-08-13,44249.9,47830.3,43904.9,47588.1
BTC,2021-08-14,47582.4,48128.1,46056.9,47049.8
BTC,2021-08-15,47049.8,47365.0,45607.2,46886.0
BTC,2021-08-16,46883.8,48053.0,45686.2,46069.8
BTC,2021-08-17,46069.5,47095.9,44593.1,44776.7
BTC,2021-08-18,44777.7,46021.5,44242.5,44621.8
BTC,2021-08-19,44600.5,46854.7,43994.6,46623.0
BTC,2021-08-20,46621.6,49303.9,46363.9,49303.9
BTC,2021-08-21,49324.9,49793.7,48330.0,49209.2
BTC,2021-08-22,49197.8,49466.5,48138.8,48713.8
BTC,2021-08-23,48719.2,50498.9,48653.6,49563.3
BTC,2021-08-24,49564.0,49858.1,47847.2,48201.0
BTC,2021-08-25,48204.4,49156.5,47144.0,49076.2
BTC,2021-08-26,49091.3,49353.7,46470.3,47263.7
BTC,2021-08-27,47267.7,49165.8,46382.3,48999.3
BTC,2021-08-28,48997.4,49304.6,48417.0,48972.1
BTC,2021-08-29,48971.8,49649.3,47865.8,48912.4
BTC,2021-08-30,48914.6,49396.4,47440.7,48407.4
BTC,2021-08-31,48405.5,48465.9,46719.4,46958.8
BTC,2021-09-01,46949.1,49018.2,46556.8,48447.1
BTC,2021-09-02,48445.8,50358.0,48320.3,49831.8
BTC,2021-09-03,49828.6,51017.4,48364.9,50250.6
BTC,2021-09-04,50251.2,50544.8,49519.1,50227.5
BTC,2021-09-05,50228.0,51808.1,49513.6,51728.4
BTC,2021-09-06,51724.4,52205.3,51046.4,52114.1
BTC,2021-09-07,52119.1,52913.0,43954.2,46502.9
BTC,2021-09-08,46551.7,47348.1,44484.8,46076.9
BTC,2021-09-09,46072.3,47298.9,45613.2,46487.2
BTC,2021-09-10,46487.4,47025.4,44237.1,44618.1
BTC,2021-09-11,44596.7,45984.9,44305.2,45403.9
BTC,2021-09-12,45402.7,46213.2,44775.8,45287.9
BTC,2021-09-13,45288.4,46815.7,43559.8,45162.3
BTC,2021-09-14,45133.2,46955.2,44786.9,46689.7
BTC,2021-09-15,46656.4,48445.6,46603.8,48183.2
BTC,2021-09-16,48181.4,48493.4,47053.9,47672.8
BTC,2021-09-17,47676.4,48166.7,46791.7,47246.8
BTC,2021-09-18,47268.3,48790.4,46918.7,47908.3
BTC,2021-09-19,47908.6,48366.9,47130.9,47461.2
BTC,2021-09-20,47460.4,47607.9,42601.3,43507.1
BTC,2021-09-21,43509.9,43917.9,39782.3,41435.9
BTC,2021-09-22,41428.3,44000.9,40250.0,43259.9
BTC,2021-09-23,43263.5,44930.7,43108.9,44692.6
BTC,2021-09-24,44694.8,45130.4,40863.2,42953.0
BTC,2021-09-25,42960.2,43118.1,41726.4,42724.4
BTC,2021-09-26,42722.9,43729.2,40829.5,43581.9
BTC,2021-09-27,43583.1,44338.6,42633.7,43096.2
BTC,2021-09-28,43098.5,43399.5,41144.1,41877.4
BTC,2021-09-29,41871.8,42571.2,40813.1,41250.1
BTC,2021-09-30,41248.0,44097.5,41124.6,43774.7
BTC,2021-10-01,43758.7,48439.2,43310.9,48378.8
BTC,2021-10-02,48370.8,48462.5,47479.9,48168.2
BTC,2021-10-03,48152.9,49182.5,47159.9,47809.8
BTC,2021-10-04,47795.0,49498.7,46966.5,48921.9
BTC,2021-10-05,48933.4,51884.6,48748.8,51762.2
BTC,2021-10-06,51762.1,55373.1,50445.2,55108.2
BTC,2021-10-07,55103.4,55652.9,53470.9,54293.6
BTC,2021-10-08,54295.3,55994.7,53669.5,54190.7
BTC,2021-10-09,54189.9,55448.4,53721.8,54865.7
BTC,2021-10-10,54865.6,56447.1,54192.4,54866.0
BTC,2021-10-11,54834.3,57819.2,54411.9,57143.8
BTC,2021-10-12,57156.2,57634.0,54142.2,56046.7
BTC,2021-10-13,56058.6,57700.6,54284.2,57516.6
BTC,2021-10-14,57505.8,58510.9,56867.9,57758.2
BTC,2021-10-15,57762.0,62852.3,56890.8,61199.9
BTC,2021-10-16,61216.7,62331.5,60175.9,60704.2
BTC,2021-10-17,60677.5,61420.2,59083.8,60609.9
BTC,2021-10-18,60629.8,62618.2,59935.5,61780.1
BTC,2021-10-19,61779.5,64334.6,61440.8,64094.9
BTC,2021-10-20,64095.4,66961.2,63552.5,65813.1
BTC,2021-10-21,65811.3,66642.9,62284.9,62698.2
BTC,2021-10-22,62739.9,63716.1,60060.5,60414.8
BTC,2021-10-23,60395.8,61730.6,59745.0,61040.6
BTC,2021-10-24,61039.3,61479.2,59536.6,60964.8
BTC,2021-10-25,60967.6,63703.9,60660.2,62839.9
BTC,2021-10-26,62829.5,63279.4,60642.6,60734.6
BTC,2021-10-27,60828.7,61465.8,58154.7,58801.2
BTC,2021-10-28,58796.7,62194.1,58164.2,60732.6
BTC,2021-10-29,60726.8,62954.2,60316.8,62384.8
BTC,2021-10-30,62385.5,62473.5,60838.4,61503.5
BTC,2021-10-31,61490.4,62388.4,60041.9,61428.2
BTC,2021-11-01,61417.1,62470.2,59586.1,61140.2
BTC,2021-11-02,61134.0,64278.6,60691.1,62980.0
BTC,2021-11-03,62976.8,63543.1,61133.5,62811.4
BTC,2021-11-04,62810.0,63098.2,60769.4,61186.8
BTC,2021-11-05,61186.5,62610.4,60789.8,61133.9
BTC,2021-11-06,61121.7,61589.5,60132.7,61402.8
BTC,2021-11-07,61406.8,63097.0,61338.4,62832.6
BTC,2021-11-08,62841.1,66554.5,62814.1,66539.2
BTC,2021-11-09,66537.0,68501.6,66343.0,67305.1
BTC,2021-11-10,67304.6,68976.5,63526.0,65145.6
BTC,2021-11-11,65139.4,65578.6,64144.4,65210.9
BTC,2021-11-12,65207.1,65462.5,62322.1,63929.0
BTC,2021-11-13,63948.5,64963.6,63407.8,64258.6
BTC,2021-11-14,64285.3,65312.8,63634.9,64526.6
BTC,2021-11-15,64532.2,66334.8,63447.9,63962.9
BTC,2021-11-16,63969.4,63975.7,58798.3,60615.4
BTC,2021-11-17,60615.2,60830.9,58586.6,59992.1
BTC,2021-11-18,60004.9,60955.4,56614.6,56614.6
BTC,2021-11-19,56646.5,58395.5,55669.8,57906.8
BTC,2021-11-20,57890.7,59779.3,57483.8,59779.3
BTC,2021-11-21,59760.0,60046.7,58596.3,59160.1
BTC,2021-11-22,59179.1,59362.9,55698.9,56741.7
BTC,2021-11-23,56748.2,57880.7,55441.6,57586.0
BTC,2021-11-24,57588.6,57753.5,55902.3,57010.7
BTC,2021-11-25,57003.4,59444.4,56992.6,58931.2
BTC,2021-11-26,58931.3,59361.3,53577.3,54099.0
BTC,2021-11-27,54095.6,55314.4,53557.0,54917.5
BTC,2021-11-28,54895.0,56765.8,53529.9,56094.7
BTC,2021-11-29,56071.9,58900.0,56071.9,58117.1
BTC,2021-11-30,58113.1,59245.0,55958.3,57345.0
BTC,2021-12-01,57335.8,59112.9,56487.2,57077.7
BTC,2021-12-02,57104.0,57421.5,55855.5,56887.6
BTC,2021-12-03,56885.0,57660.0,51689.5,53440.3
BTC,2021-12-04,53431.0,53875.9,44582.5,49303.2
BTC,2021-12-05,49307.0,49783.0,47875.1,49338.3
BTC,2021-12-06,49335.7,51012.8,47241.4,50891.4
BTC,2021-12-07,50882.3,51988.7,50074.8,50261.9
BTC,2021-12-08,50268.9,51242.8,48673.1,50230.9
BTC,2021-12-09,50246.8,50843.4,47327.6,47958.5
BTC,2021-12-10,47960.2,50112.1,47312.6,47523.6
BTC,2021-12-11,47522.2,49300.0,46800.0,48854.8
BTC,2021-12-12,48853.8,50811.4,48675.6,50330.8
BTC,2021-12-13,50313.4,50397.5,45841.8,46913.5
BTC,2021-12-14,46907.8,48669.4,46323.1,48285.9
