ticker,date,open,high,low,close
BTC,2021-12-15,48280.4,49500.0,46583.2,48752.8
BTC,2021-12-16,48764.2,49450.7,47529.8,47830.0
BTC,2021-12-17,47830.9,48009.8,45498.7,46534.0
BTC,2021-12-18,46515.0,47367.3,45534.9,46807.9
BTC,2021-12-19,46792.6,48290.0,46440.6,47360.9
BTC,2021-12-20,47323.5,47544.9,45577.4,46792.1
BTC,2021-12-21,46751.6,49330.1,46653.2,49286.3
BTC,2021-12-22,49296.5,49580.0,48442.6,48997.7
BTC,2021-12-23,49001.5,51391.5,48039.6,50777.4
BTC,2021-12-24,50777.4,51865.3,50447.7,50785.3
BTC,2021-12-25,50796.7,51169.8,50191.3,50633.5
BTC,2021-12-26,50629.8,51295.3,49558.9,50999.9
BTC,2021-12-27,51005.7,52093.7,50469.2,51035.4
BTC,2021-12-28,51035.4,51075.5,47319.7,47701.2
BTC,2021-12-29,47689.6,48141.9,46591.3,47284.1
BTC,2021-12-30,47284.1,47909.6,45983.6,47083.4
BTC,2021-12-31,47094.3,48558.0,45682.6,46308.6
BTC,2022-01-01,46308.6,47954.8,46142.9,47450.2
BTC,2022-01-02,47450.2,47981.1,46669.3,47264.8
BTC,2022-01-03,47264.8,47574.8,45704.6,46222.5
BTC,2022-01-04,46222.5,47556.9,45490.9,46155.3
BTC,2022-01-05,46147.8,47063.5,42495.8,43439.9
BTC,2022-01-06,43432.7,43800.0,42429.3,43176.6
BTC,2022-01-07,43176.6,43237.1,40803.8,41537.7
BTC,2022-01-08,41537.7,42300.0,40586.2,41912.1
BTC,2022-01-09,41911.1,42786.7,41204.1,42205.4
BTC,2022-01-10,42205.4,42280.0,39716.0,41605.0
BTC,2022-01-11,41602.5,43099.2,41265.9,42717.4
BTC,2022-01-12,42717.6,44324.6,42458.5,43860.5
BTC,2022-01-13,43860.5,44522.2,42328.1,42614.5
BTC,2022-01-14,42611.7,43466.1,41746.9,43263.5
BTC,2022-01-15,43263.5,43821.6,42587.0,43259.0
BTC,2022-01-16,43259.0,43485.5,42614.4,43207.3
BTC,2022-01-17,43209.7,43280.3,41557.4,42094.0
BTC,2022-01-18,42094.0,42687.7,41296.5,42495.6
BTC,2022-01-19,42493.7,42577.9,41152.3,41989.5
BTC,2022-01-20,41989.5,43518.1,40864.1,41175.5
BTC,2022-01-21,41172.6,41185.2,35560.1,36138.8
BTC,2022-01-22,36143.5,36849.0,34100.5,34885.5
BTC,2022-01-23,34878.6,36159.8,34607.9,35518.3
BTC,2022-01-24,35515.6,37471.4,32971.8,36382.2
BTC,2022-01-25,36382.2,37557.2,35713.7,36796.4
BTC,2022-01-26,36803.4,38898.2,36261.7,36535.4
BTC,2022-01-27,36531.3,37208.7,35528.3,36727.2
BTC,2022-01-28,36717.7,38011.4,36169.5,37667.1
BTC,2022-01-29,37662.6,38657.3,37299.3,38154.7
BTC,2022-01-30,38151.4,38369.3,37367.7,37800.9
BTC,2022-01-31,37798.7,38757.4,36667.3,38431.7
BTC,2022-02-01,38431.7,39284.8,38019.0,38717.7
BTC,2022-02-02,38717.8,38911.3,36623.5,37036.9
BTC,2022-02-03,37046.9,37159.1,36299.6,36951.6
BTC,2022-02-04,36951.9,40901.4,36893.1,40674.2
BTC,2022-02-05,40674.3,41946.9,40593.1,41604.8
BTC,2022-02-06,41604.8,42192.7,41141.2,41612.0
BTC,2022-02-07,41599.6,44526.2,41513.8,44097.0
BTC,2022-02-08,44100.8,45523.6,42703.2,44102.5
BTC,2022-02-09,44102.7,44848.3,43152.4,44606.8
BTC,2022-02-10,44606.8,45861.2,43239.1,43980.3
BTC,2022-02-11,43988.4,44078.4,42014.6,42167.6
BTC,2022-02-12,42167.7,43091.1,41764.2,42196.6
BTC,2022-02-13,42196.6,42780.6,41890.9,42405.4
BTC,2022-02-14,42397.0,42865.8,41579.9,42690.9
BTC,2022-02-15,42699.4,44526.7,42448.4,44195.7
BTC,2022-02-16,44195.7,44776.9,43340.1,44032.5
BTC,2022-02-17,44032.5,44190.7,40097.2,40737.0
BTC,2022-02-18,40742.8,40984.5,39537.2,39964.4
BTC,2022-02-19,39959.3,40462.2,39658.9,40035.4
BTC,2022-02-20,40035.4,40164.1,38018.3,38838.2
BTC,2022-02-21,38834.6,39499.4,36818.6,37562.1
BTC,2022-02-22,37557.1,38313.7,36362.1,37936.3
BTC,2022-02-23,37936.3,39262.9,37118.6,37670.8
BTC,2022-02-24,37670.8,39478.2,34356.9,37885.2
BTC,2022-02-25,37892.4,39699.4,37892.4,39454.4
BTC,2022-02-26,39443.0,40189.3,38594.7,39160.9
BTC,2022-02-27,39160.8,39871.6,37018.5,37825.8
BTC,2022-02-28,37815.3,44243.5,37367.9,42965.9
BTC,2022-03-01,42864.4,44971.4,42828.2,44168.9
BTC,2022-03-02,44170.0,45263.6,43342.8,44076.2
BTC,2022-03-03,44076.2,44213.3,41845.6,42493.2
BTC,2022-03-04,42500.6,42618.5,38563.6,39016.4
BTC,2022-03-05,39013.4,39620.8,38415.7,39476.8
BTC,2022-03-06,39476.8,39705.3,38101.2,38985.8
BTC,2022-03-07,38990.0,39553.4,37162.4,38222.9
BTC,2022-03-08,38222.9,39365.8,37875.2,38560.0
BTC,2022-03-09,38560.0,42592.5,38537.8,41900.4
BTC,2022-03-10,41900.4,42143.9,38615.4,39457.8
BTC,2022-03-11,39457.8,40248.3,38240.9,38924.5
BTC,2022-03-12,38924.5,39460.0,38668.3,39105.9
BTC,2022-03-13,39105.9,39311.7,37618.0,37750.4
BTC,2022-03-14,37734.1,39932.4,37559.8,39331.6
BTC,2022-03-15,39334.3,39888.8,38107.6,39481.8
BTC,2022-03-16,39478.8,41724.3,38928.4,40895.3
BTC,2022-03-17,40895.3,41483.8,40508.1,41008.3
BTC,2022-03-18,41008.3,42346.2,40167.6,41708.0
BTC,2022-03-19,41708.0,42417.0,41524.9,41971.3
BTC,2022-03-20,41971.3,42312.0,40929.4,41428.9
BTC,2022-03-21,41452.6,41555.0,40487.0,41136.5
BTC,2022-03-22,41136.4,43260.0,40896.0,42550.0
BTC,2022-03-23,42551.3,42796.5,41772.4,42509.9
BTC,2022-03-24,42509.9,44238.6,42415.9,43969.4
BTC,2022-03-25,43965.3,45121.2,43605.2,44321.6
BTC,2022-03-26,44317.2,44815.4,44089.6,44381.9
BTC,2022-03-27,44383.7,46818.5,44383.7,46562.6
BTC,2022-03-28,46585.9,48209.1,46367.7,47633.0
BTC,2022-03-29,47657.8,48115.6,46903.6,47295.4
BTC,2022-03-30,47290.7,47709.8,46637.7,47001.6
BTC,2022-03-31,47001.6,47609.5,45532.7,45766.3
BTC,2022-04-01,45770.9,46743.4,44213.3,46323.6
BTC,2022-04-02,46323.6,47223.4,45641.9,46249.5
BTC,2022-04-03,46249.5,46853.0,45546.2,46853.0
BTC,2022-04-04,46950.5,47406.0,45131.5,46458.4
BTC,2022-04-05,46463.0,47214.1,45469.8,45958.1
BTC,2022-04-06,45958.1,46059.4,43182.9,43845.8
BTC,2022-04-07,43845.8,43895.2,42731.6,43524.4
BTC,2022-04-08,43524.4,43979.6,42463.6,42580.4
BTC,2022-04-09,42580.4,42677.1,42119.8,42570.8
BTC,2022-04-10,42570.8,43423.3,42450.5,42678.2
BTC,2022-04-11,42736.2,42743.8,39316.1,39400.6
BTC,2022-04-12,39411.1,40658.1,39211.8,39701.7
BTC,2022-04-13,39701.7,41554.9,39568.9,41232.1
BTC,2022-04-14,41232.1,41508.3,39560.9,39974.0
BTC,2022-04-15,39974.0,40706.5,39774.4,40434.1
BTC,2022-04-16,40434.1,40715.8,40008.0,40490.1
BTC,2022-04-17,40518.4,40688.1,39837.3,40216.2
BTC,2022-04-18,40216.2,41105.6,38544.4,40813.5
BTC,2022-04-19,40813.5,41764.6,40583.2,41321.3
BTC,2022-04-20,41321.3,42200.3,40903.2,41504.8
BTC,2022-04-21,41504.8,42984.6,40551.5,40730.5
BTC,2022-04-22,40730.5,40819.0,39190.4,39619.2
BTC,2022-04-23,39623.1,39988.0,39288.9,39903.0
BTC,2022-04-24,39903.0,39948.0,39138.1,39641.3
BTC,2022-04-25,39641.3,40380.4,38217.0,40235.6
BTC,2022-04-26,40235.6,40796.9,37788.9,38333.9
BTC,2022-04-27,38333.9,39470.3,37745.6,39225.9
BTC,2022-04-28,39225.9,40376.7,38888.3,39848.7
BTC,2022-04-29,39853.5,39926.8,38175.0,38564.0
BTC,2022-04-30,38564.0,38799.2,38159.4,38301.1
BTC,2022-05-01,38301.1,38667.8,37388.5,38342.6
BTC,2022-05-02,38350.0,39169.9,38057.5,38643.5
BTC,2022-05-03,38643.5,38903.5,37513.9,37791.8
BTC,2022-05-04,37791.8,40020.0,37627.4,39741.1
BTC,2022-05-05,39741.1,39833.6,35567.2,36451.3
BTC,2022-05-06,36451.3,36665.7,35313.9,35956.3
BTC,2022-05-07,35955.5,36142.7,35089.0,35089.0
BTC,2022-05-08,35200.6,35711.2,33723.1,34450.4
BTC,2022-05-09,34450.4,34466.2,30321.9,30800.7
BTC,2022-05-10,30832.3,32640.7,29779.0,30286.1
BTC,2022-05-11,30224.3,32090.5,27673.9,28893.2
BTC,2022-05-12,28893.5,30069.7,25474.1,28368.4
BTC,2022-05-13,28359.3,30954.3,28273.1,29995.6
BTC,2022-05-14,29995.6,30087.9,28602.5,29661.4
